Season,Team,Name,Games_Played,Games_Started,Minutes_Played,Goals,Assists,Shots_On_Goal,Shots,Yellow_Cards,Red_Cards,League
2014/2015,ATHLETIC BILBAO,Laporte,33,33,2960,0,1,3,18,11,1,La Liga
2014/2015,ATHLETIC BILBAO,"López, Unai",19,11,833,0,0,2,11,2,0,La Liga
2014/2015,ATHLETIC BILBAO,"Morán, Erik",2,1,55,0,0,0,1,0,0,La Liga
2014/2015,ATHLETIC BILBAO,"Sola, Kike",5,1,111,0,0,0,4,0,0,La Liga
2014/2015,ATHLETIC BILBAO,"Toquero, Gaizka",4,0,35,0,0,0,1,0,0,La Liga
2015/2016,ATHLETIC BILBAO,Aduriz,34,30,2777,20,6,54,95,9,0,La Liga
2015/2016,ATHLETIC BILBAO,"Williams, Iñaki",25,21,1637,8,3,15,40,4,1,La Liga
2015/2016,ATHLETIC BILBAO,"García, Raúl",31,27,2384,7,6,22,72,9,0,La Liga
2015/2016,ATHLETIC BILBAO,"Merino, Sabin",22,13,1131,5,0,15,26,1,0,La Liga
2015/2016,ATHLETIC BILBAO,Laporte,26,25,2229,3,1,6,18,7,1,La Liga
2015/2016,ATHLETIC BILBAO,Susaeta,28,22,1921,3,8,12,26,3,0,La Liga
2015/2016,ATHLETIC BILBAO,Eraso,16,8,779,2,1,6,12,2,0,La Liga
2015/2016,ATHLETIC BILBAO,"Muniain, Iker",20,13,1019,2,0,8,22,3,0,La Liga
2015/2016,ATHLETIC BILBAO,San José,34,30,2693,2,3,6,26,6,1,La Liga
2015/2016,ATHLETIC BILBAO,Beñat,36,32,2900,1,5,10,29,8,0,La Liga
2015/2016,ATHLETIC BILBAO,De Marcos,34,33,2886,1,3,4,14,6,0,La Liga
2015/2016,ATHLETIC BILBAO,"Elustondo, Gorka",11,4,464,1,0,2,3,1,0,La Liga
2015/2016,ATHLETIC BILBAO,"Lekue, Iñigo",20,12,1155,1,0,5,11,2,0,La Liga
2015/2016,ATHLETIC BILBAO,"Rico, Mikel",17,8,692,1,1,6,13,2,1,La Liga
2015/2016,ATHLETIC BILBAO,"Aketxe, Ager",3,2,185,0,0,1,4,0,0,La Liga
2015/2016,ATHLETIC BILBAO,Balenziaga,34,33,2906,0,3,0,8,6,0,La Liga
2015/2016,ATHLETIC BILBAO,"Bóveda, Eneko",23,15,1463,0,0,0,5,1,0,La Liga
2015/2016,ATHLETIC BILBAO,Etxeita,30,28,2485,0,1,3,10,5,0,La Liga
2015/2016,ATHLETIC BILBAO,Gurpegi,15,12,1142,0,0,0,5,4,0,La Liga
2015/2016,ATHLETIC BILBAO,"Herrerín, Iago",2,1,174,0,0,0,0,0,0,La Liga
2015/2016,ATHLETIC BILBAO,Ibai,5,1,113,0,0,0,2,3,0,La Liga
2015/2016,ATHLETIC BILBAO,Iraizoz,37,37,3244,0,0,0,0,1,1,La Liga
2015/2016,ATHLETIC BILBAO,"Iturraspe, Ander",16,7,699,0,1,1,3,1,0,La Liga
2015/2016,ATHLETIC BILBAO,"Sola, Kike",5,1,74,0,0,0,1,0,0,La Liga
2015/2016,ATHLETIC BILBAO,"Viguera, Borja",9,3,292,0,0,2,6,0,0,La Liga
2016/2017,ATHLETIC BILBAO,Aduriz,32,27,2462,16,1,48,83,9,1,La Liga
2016/2017,ATHLETIC BILBAO,"García, Raúl",36,34,2883,10,4,43,94,11,0,La Liga
2016/2017,ATHLETIC BILBAO,"Muniain, Iker",35,28,2413,7,2,18,42,5,0,La Liga
2016/2017,ATHLETIC BILBAO,"Williams, Iñaki",38,31,2800,5,6,31,67,4,0,La Liga
2016/2017,ATHLETIC BILBAO,San José,35,30,2700,4,1,10,26,9,0,La Liga
2016/2017,ATHLETIC BILBAO,"Laporte, Aymeric",33,33,2865,2,0,6,17,10,0,La Liga
2016/2017,ATHLETIC BILBAO,"Lekue, Iñigo",25,17,1573,2,1,5,20,1,0,La Liga
2016/2017,ATHLETIC BILBAO,"Viguera, Borja",17,6,768,2,1,2,13,2,0,La Liga
2016/2017,ATHLETIC BILBAO,Balenziaga,33,33,2851,1,1,1,10,3,1,La Liga
2016/2017,ATHLETIC BILBAO,Beñat,32,28,2410,1,5,12,35,9,0,La Liga
2016/2017,ATHLETIC BILBAO,De Marcos,27,24,2149,1,4,3,10,3,0,La Liga
2016/2017,ATHLETIC BILBAO,"Merino, Sabin",13,5,436,1,1,4,15,2,0,La Liga
2016/2017,ATHLETIC BILBAO,"Rico, Mikel",18,4,469,1,0,2,9,3,0,La Liga
2016/2017,ATHLETIC BILBAO,Susaeta,26,11,1104,1,2,4,14,4,0,La Liga
2016/2017,ATHLETIC BILBAO,"Vesga, Mikel",23,19,1694,1,1,3,14,7,0,La Liga
2016/2017,ATHLETIC BILBAO,"Arrizabalaga, Kepa",23,23,2016,0,0,0,0,1,0,La Liga
2016/2017,ATHLETIC BILBAO,"Bóveda, Eneko",19,18,1559,0,0,0,1,1,0,La Liga
2016/2017,ATHLETIC BILBAO,"Elustondo, Gorka",2,1,104,0,0,1,1,0,0,La Liga
2016/2017,ATHLETIC BILBAO,Eraso,7,4,377,0,1,0,5,2,0,La Liga
2016/2017,ATHLETIC BILBAO,Etxeita,10,7,712,0,0,1,2,2,0,La Liga
2016/2017,ATHLETIC BILBAO,Iraizoz,16,15,1404,0,0,0,0,1,0,La Liga
2016/2017,ATHLETIC BILBAO,"Iturraspe, Ander",24,12,1151,0,1,1,3,3,0,La Liga
2016/2017,ATHLETIC BILBAO,"Saborit, Enric",9,5,459,0,0,1,4,1,0,La Liga
2016/2017,ATHLETIC BILBAO,"Villalibre, Asier",6,0,72,0,1,0,1,0,0,La Liga
2016/2017,ATHLETIC BILBAO,Yeray,26,25,2270,0,0,2,12,3,0,La Liga
2017/2018,ATHLETIC BILBAO,"García, Raúl",34,30,2637,10,1,34,81,10,0,La Liga
2017/2018,ATHLETIC BILBAO,Aduriz,33,21,2149,9,1,28,61,5,0,La Liga
2017/2018,ATHLETIC BILBAO,"Williams, Iñaki",38,31,2851,7,6,26,74,3,0,La Liga
2017/2018,ATHLETIC BILBAO,"Muniain, Iker",14,7,775,4,2,10,18,1,0,La Liga
2017/2018,ATHLETIC BILBAO,Susaeta,34,26,2268,3,2,12,27,2,0,La Liga
2017/2018,ATHLETIC BILBAO,"Córdoba, Iñigo",30,18,1457,1,1,4,18,3,0,La Liga
2017/2018,ATHLETIC BILBAO,De Marcos,21,20,1663,1,3,7,13,5,0,La Liga
2017/2018,ATHLETIC BILBAO,Etxeita,5,5,377,1,0,1,4,2,0,La Liga
2017/2018,ATHLETIC BILBAO,"Martínez, Iñigo",28,28,2496,1,1,6,21,6,0,La Liga
2017/2018,ATHLETIC BILBAO,"Núñez, Unai",33,33,2942,1,0,2,19,11,0,La Liga
2017/2018,ATHLETIC BILBAO,San José,26,24,2156,1,1,5,20,5,0,La Liga
2017/2018,ATHLETIC BILBAO,"Vesga, Mikel",12,11,807,1,1,4,7,6,0,La Liga
2017/2018,ATHLETIC BILBAO,"Aketxe, Ager",3,0,34,0,0,0,2,1,0,La Liga
2017/2018,ATHLETIC BILBAO,"Arrizabalaga, Kepa",30,30,2700,0,0,0,0,4,0,La Liga
2017/2018,ATHLETIC BILBAO,Balenziaga,18,18,1554,0,2,0,3,1,0,La Liga
2017/2018,ATHLETIC BILBAO,Beñat,24,12,1115,0,2,3,13,3,0,La Liga
2017/2018,ATHLETIC BILBAO,"Bóveda, Eneko",14,13,1191,0,1,0,0,3,0,La Liga
2017/2018,ATHLETIC BILBAO,"Herrerín, Iago",8,8,720,0,0,0,0,0,0,La Liga
2017/2018,ATHLETIC BILBAO,"Iturraspe, Ander",30,20,1903,0,0,1,6,7,0,La Liga
2017/2018,ATHLETIC BILBAO,"Laporte, Aymeric",19,19,1710,0,1,2,8,5,0,La Liga
2017/2018,ATHLETIC BILBAO,"Lekue, Iñigo",32,22,2104,0,1,5,18,3,0,La Liga
2017/2018,ATHLETIC BILBAO,"López, Andoni",1,1,90,0,0,0,1,0,0,La Liga
2017/2018,ATHLETIC BILBAO,"Merino, Sabin",13,4,371,0,0,3,8,1,0,La Liga
2017/2018,ATHLETIC BILBAO,"Rico, Mikel",17,13,1170,0,0,1,13,2,0,La Liga
2017/2018,ATHLETIC BILBAO,"Saborit, Enric",19,16,1429,0,1,2,6,5,0,La Liga
2017/2018,ATHLETIC BILBAO,Yeray,8,7,675,0,0,0,1,2,0,La Liga
2013/2014,ATLÉTICO MADRID,"Costa, Diego",35,34,2958,27,3,56,108,7,0,La Liga
2013/2014,ATLÉTICO MADRID,"Villa, David",36,32,2417,13,4,38,69,3,0,La Liga
2013/2014,ATLÉTICO MADRID,"García, Raúl",34,18,1703,9,3,24,59,10,0,La Liga
2013/2014,ATLÉTICO MADRID,Koke,36,33,2808,6,14,14,35,6,0,La Liga
2013/2014,ATLÉTICO MADRID,"Godín, Diego",34,34,3060,4,2,10,15,11,0,La Liga
2013/2014,ATLÉTICO MADRID,Gabi,36,35,3116,3,8,12,36,11,0,La Liga
2013/2014,ATLÉTICO MADRID,"Turan, Arda",30,22,1925,3,4,12,34,8,0,La Liga
2013/2014,ATLÉTICO MADRID,Miranda,32,32,2880,2,1,5,12,5,0,La Liga
2013/2014,ATLÉTICO MADRID,Tiago,23,21,1897,2,1,5,23,8,0,La Liga
2013/2014,ATLÉTICO MADRID,Adrián,22,4,715,1,3,7,14,0,0,La Liga
2013/2014,ATLÉTICO MADRID,"Alderweireld, Toby",12,10,907,1,0,3,4,0,0,La Liga
2013/2014,ATLÉTICO MADRID,"Baptistao, Leo",22,14,1139,1,2,11,30,3,0,La Liga
2013/2014,ATLÉTICO MADRID,Diego,13,4,509,1,1,6,21,2,0,La Liga
2013/2014,ATLÉTICO MADRID,Óliver,16,8,717,1,1,2,11,3,0,La Liga
2013/2014,ATLÉTICO MADRID,"Rodríguez, Cristian",20,2,328,1,1,3,8,2,0,La Liga
2013/2014,ATLÉTICO MADRID,Aranzubía,1,1,85,0,0,0,0,0,0,La Liga
2013/2014,ATLÉTICO MADRID,"Courtois, Thibaut",37,37,3330,0,0,0,0,3,0,La Liga
2013/2014,ATLÉTICO MADRID,Filipe Luis,32,32,2879,0,1,4,13,8,1,La Liga
2013/2014,ATLÉTICO MADRID,"Giménez, José",1,1,90,0,0,0,2,0,0,La Liga
2013/2014,ATLÉTICO MADRID,"Guilavogui, Josuha",1,0,1,0,0,0,0,0,0,La Liga
2013/2014,ATLÉTICO MADRID,"Insua, Emiliano",6,5,451,0,0,1,4,0,0,La Liga
2013/2014,ATLÉTICO MADRID,Juanfran,35,35,3149,0,5,3,6,5,1,La Liga
2013/2014,ATLÉTICO MADRID,"Manquillo, Javi",3,3,270,0,0,0,1,1,0,La Liga
2013/2014,ATLÉTICO MADRID,"Sosa, José",15,4,449,0,3,3,7,0,0,La Liga
2013/2014,ATLÉTICO MADRID,"Suárez, Mario",17,16,1360,0,1,4,9,6,0,La Liga
2014/2015,ATLÉTICO MADRID,"Griezmann, Antoine",37,29,2472,22,1,41,80,6,0,La Liga
2014/2015,ATLÉTICO MADRID,"Mandzukic, Mario",28,24,1942,12,6,26,54,10,0,La Liga
2014/2015,ATLÉTICO MADRID,"García, Raúl",31,17,1691,5,2,22,55,8,0,La Liga
2014/2015,ATLÉTICO MADRID,Tiago,31,31,2591,5,5,12,25,5,0,La Liga
2014/2015,ATLÉTICO MADRID,Saúl,24,9,1056,4,2,12,17,1,0,La Liga
2014/2015,ATLÉTICO MADRID,"Godín, Diego",34,34,3060,3,0,8,24,11,0,La Liga
2014/2015,ATLÉTICO MADRID,Miranda,23,23,2025,3,1,4,7,8,1,La Liga
2014/2015,ATLÉTICO MADRID,"Torres, Fernando",19,10,879,3,1,13,23,3,0,La Liga
2014/2015,ATLÉTICO MADRID,Koke,34,33,2884,2,10,15,45,9,0,La Liga
2014/2015,ATLÉTICO MADRID,"Turan, Arda",32,28,2344,2,5,12,24,7,0,La Liga
2014/2015,ATLÉTICO MADRID,"Giménez, José",20,19,1755,1,3,5,7,3,0,La Liga
2014/2015,ATLÉTICO MADRID,"Jiménez, Raúl",21,4,575,1,2,11,18,0,0,La Liga
2014/2015,ATLÉTICO MADRID,"Siqueira, Guilherme",25,24,2083,1,1,5,11,8,1,La Liga
2014/2015,ATLÉTICO MADRID,"Suárez, Mario",20,11,1127,1,0,3,13,9,0,La Liga
2014/2015,ATLÉTICO MADRID,"Ansaldi, Cristian",7,6,576,0,0,1,3,0,0,La Liga
2014/2015,ATLÉTICO MADRID,Cani,13,5,494,0,2,0,2,2,0,La Liga
2014/2015,ATLÉTICO MADRID,"Cerci, Alessio",6,0,113,0,0,3,6,2,1,La Liga
2014/2015,ATLÉTICO MADRID,Gabi,34,32,2609,0,5,3,15,15,1,La Liga
2014/2015,ATLÉTICO MADRID,"Gámez, Jesús",14,12,1080,0,0,1,7,3,0,La Liga
2014/2015,ATLÉTICO MADRID,Héctor,1,0,15,0,0,0,0,0,0,La Liga
2014/2015,ATLÉTICO MADRID,Juanfran,35,34,3102,0,4,0,8,6,0,La Liga
2014/2015,ATLÉTICO MADRID,Lucas,1,0,1,0,0,0,0,0,0,La Liga
2014/2015,ATLÉTICO MADRID,Moyà,27,27,2430,0,0,0,0,0,0,La Liga
2014/2015,ATLÉTICO MADRID,"Oblak, Jan",11,11,990,0,0,0,0,2,0,La Liga
2014/2015,ATLÉTICO MADRID,"Rodríguez, Cristian",6,0,64,0,0,0,1,0,0,La Liga
2015/2016,ATLÉTICO MADRID,"Griezmann, Antoine",38,36,3058,22,5,47,92,5,0,La Liga
2015/2016,ATLÉTICO MADRID,"Torres, Fernando",30,17,1689,11,4,25,57,3,0,La Liga
2015/2016,ATLÉTICO MADRID,"García, Raúl",31,27,2384,7,6,22,72,9,0,La Liga
2015/2016,ATLÉTICO MADRID,"Correa, Ángel",26,8,947,5,4,14,31,7,0,La Liga
2015/2016,ATLÉTICO MADRID,Koke,35,34,2972,5,14,17,44,4,0,La Liga
2015/2016,ATLÉTICO MADRID,"Carrasco, Yannick",29,16,1498,4,1,18,53,5,0,La Liga
2015/2016,ATLÉTICO MADRID,Saúl,31,26,2330,4,2,16,49,1,0,La Liga
2015/2016,ATLÉTICO MADRID,"Martínez, Jackson",15,8,655,2,2,8,24,0,0,La Liga
2015/2016,ATLÉTICO MADRID,Thomas,13,3,436,2,1,5,8,3,0,La Liga
2015/2016,ATLÉTICO MADRID,"Fernández, Augusto",28,26,2192,1,1,4,13,11,0,La Liga
2015/2016,ATLÉTICO MADRID,Filipe Luis,32,32,2835,1,4,3,8,11,1,La Liga
2015/2016,ATLÉTICO MADRID,Gabi,35,34,2880,1,3,3,18,13,1,La Liga
2015/2016,ATLÉTICO MADRID,"Giménez, José",27,27,2430,1,1,4,12,8,0,La Liga
2015/2016,ATLÉTICO MADRID,"Godín, Diego",31,31,2651,1,1,11,27,6,1,La Liga
2015/2016,ATLÉTICO MADRID,Juanfran,35,34,3029,1,1,3,7,6,0,La Liga
2015/2016,ATLÉTICO MADRID,Tiago,14,12,1054,1,1,2,7,4,0,La Liga
2015/2016,ATLÉTICO MADRID,"Vietto, Luciano",19,12,964,1,3,6,26,3,0,La Liga
2015/2016,ATLÉTICO MADRID,"Gámez, Jesús",10,7,727,0,0,0,2,3,0,La Liga
2015/2016,ATLÉTICO MADRID,"Kranevítter, Matías",8,3,326,0,0,0,1,1,0,La Liga
2015/2016,ATLÉTICO MADRID,Lucas,10,8,834,0,0,0,0,0,0,La Liga
2015/2016,ATLÉTICO MADRID,"Monsalve, Nacho",1,1,90,0,0,0,0,0,0,La Liga
2015/2016,ATLÉTICO MADRID,"Oblak, Jan",38,38,3420,0,0,0,0,0,0,La Liga
2015/2016,ATLÉTICO MADRID,"Savic, Stefan",12,10,925,0,0,1,2,1,0,La Liga
2015/2016,ATLÉTICO MADRID,"Siqueira, Guilherme",15,15,1187,0,0,0,5,2,0,La Liga
2015/2016,ATLÉTICO MADRID,"Torres, Óliver",21,9,813,0,2,2,8,2,0,La Liga
2016/2017,ATLÉTICO MADRID,"Griezmann, Antoine",36,36,3065,16,8,44,89,4,0,La Liga
2016/2017,ATLÉTICO MADRID,"Gameiro, Kevin",31,21,1717,12,5,24,48,0,0,La Liga
2016/2017,ATLÉTICO MADRID,"Carrasco, Yannick",35,27,2269,10,4,36,85,5,0,La Liga
2016/2017,ATLÉTICO MADRID,"Torres, Fernando",31,13,1419,8,5,22,44,3,0,La Liga
2016/2017,ATLÉTICO MADRID,"Correa, Ángel",31,10,1214,4,8,16,38,6,0,La Liga
2016/2017,ATLÉTICO MADRID,Koke,36,36,3171,4,8,10,27,8,1,La Liga
2016/2017,ATLÉTICO MADRID,Saúl,33,29,2542,4,3,15,48,8,0,La Liga
2016/2017,ATLÉTICO MADRID,Filipe Luis,34,34,3009,3,6,11,25,5,0,La Liga
2016/2017,ATLÉTICO MADRID,"Gaitán, Nico",23,11,1022,3,2,6,10,1,0,La Liga
2016/2017,ATLÉTICO MADRID,"Godín, Diego",31,30,2705,3,1,7,30,12,1,La Liga
2016/2017,ATLÉTICO MADRID,"Partey, Thomas",16,6,629,1,2,4,9,5,0,La Liga
2016/2017,ATLÉTICO MADRID,"Savic, Stefan",32,30,2727,1,0,1,4,6,0,La Liga
2016/2017,ATLÉTICO MADRID,Tiago,12,5,448,1,0,2,5,2,0,La Liga
2016/2017,ATLÉTICO MADRID,"Cerci, Alessio",1,0,14,0,0,0,0,0,0,La Liga
2016/2017,ATLÉTICO MADRID,"Fernández, Augusto",3,2,143,0,0,0,0,0,0,La Liga
2016/2017,ATLÉTICO MADRID,Gabi,34,33,2896,0,0,5,25,9,0,La Liga
2016/2017,ATLÉTICO MADRID,"Giménez, José",17,12,1012,0,0,6,14,5,0,La Liga
2016/2017,ATLÉTICO MADRID,Juanfran,23,21,1978,0,2,1,2,2,0,La Liga
2016/2017,ATLÉTICO MADRID,Lucas,15,13,1253,0,0,0,1,2,0,La Liga
2016/2017,ATLÉTICO MADRID,Moyà,9,8,770,0,0,0,0,0,0,La Liga
2016/2017,ATLÉTICO MADRID,"Oblak, Jan",30,30,2650,0,0,0,0,1,0,La Liga
2016/2017,ATLÉTICO MADRID,"Vrsaljko, Sime",14,11,923,0,0,0,3,2,0,La Liga
2017/2018,ATLÉTICO MADRID,"Griezmann, Antoine",32,30,2529,19,9,40,72,7,1,La Liga
2017/2018,ATLÉTICO MADRID,"Correa, Ángel",37,27,2262,8,4,27,47,5,1,La Liga
2017/2018,ATLÉTICO MADRID,"Gameiro, Kevin",25,11,1119,7,2,14,20,0,0,La Liga
2017/2018,ATLÉTICO MADRID,"Torres, Fernando",27,7,966,5,0,13,30,2,0,La Liga
2017/2018,ATLÉTICO MADRID,Koke,35,33,2762,4,4,14,29,3,0,La Liga
2017/2018,ATLÉTICO MADRID,"Carrasco, Yannick",17,8,899,3,4,9,26,3,0,La Liga
2017/2018,ATLÉTICO MADRID,"Costa, Diego",15,13,1048,3,3,10,24,8,1,La Liga
2017/2018,ATLÉTICO MADRID,"Partey, Thomas",33,28,2379,3,0,3,22,6,0,La Liga
2017/2018,ATLÉTICO MADRID,Saúl,36,35,3157,2,4,9,53,9,0,La Liga
2017/2018,ATLÉTICO MADRID,"Vietto, Luciano",20,9,795,2,1,4,13,2,0,La Liga
2017/2018,ATLÉTICO MADRID,Vitolo,23,16,1309,2,2,6,15,1,1,La Liga
2017/2018,ATLÉTICO MADRID,Filipe Luis,20,19,1660,1,2,2,5,4,0,La Liga
2017/2018,ATLÉTICO MADRID,"Giménez, José María",23,17,1684,1,1,2,12,6,0,La Liga
2017/2018,ATLÉTICO MADRID,Carlos Isaac,1,1,64,0,0,0,1,1,0,La Liga
2017/2018,ATLÉTICO MADRID,"Fernández, Augusto",5,1,105,0,0,0,1,1,0,La Liga
2017/2018,ATLÉTICO MADRID,Gabi,34,25,2346,0,1,1,10,8,0,La Liga
2017/2018,ATLÉTICO MADRID,"Gaitán, Nico",6,1,216,0,0,3,6,0,0,La Liga
2017/2018,ATLÉTICO MADRID,"Godín, Diego",30,28,2554,0,0,4,13,6,0,La Liga
2017/2018,ATLÉTICO MADRID,"Hernández, Lucas",27,24,2116,0,1,1,6,8,1,La Liga
2017/2018,ATLÉTICO MADRID,Juanfran,17,15,1308,0,1,0,3,3,0,La Liga
2017/2018,ATLÉTICO MADRID,Lucas,15,13,1182,0,1,0,2,3,0,La Liga
2017/2018,ATLÉTICO MADRID,"Moya, Toni",1,0,2,0,0,0,0,0,0,La Liga
2017/2018,ATLÉTICO MADRID,"Oblak, Jan",37,37,3330,0,0,0,0,1,0,La Liga
2017/2018,ATLÉTICO MADRID,"Sané, Arona",1,0,64,0,0,1,1,0,0,La Liga
2017/2018,ATLÉTICO MADRID,"Savic, Stefan",27,26,2299,0,0,1,3,6,0,La Liga
2017/2018,ATLÉTICO MADRID,"Vrsaljko, Sime",21,19,1697,0,4,0,3,7,0,La Liga
2017/2018,ATLÉTICO MADRID,"Werner, Axel",1,1,90,0,0,0,0,0,0,La Liga
2013/2014,FC BARCELONA,"Messi, Lionel",31,29,2503,28,11,79,158,2,0,La Liga
2013/2014,FC BARCELONA,"Sánchez, Alexis",34,27,2382,19,10,39,67,3,0,La Liga
2013/2014,FC BARCELONA,Pedro,37,28,2360,15,8,30,69,3,0,La Liga
2013/2014,FC BARCELONA,Neymar,26,19,1735,9,8,34,70,6,0,La Liga
2013/2014,FC BARCELONA,"Fàbregas, Cesc",36,28,2472,8,14,24,53,4,0,La Liga
2013/2014,FC BARCELONA,Adriano,26,24,2118,3,1,13,35,8,0,La Liga
2013/2014,FC BARCELONA,"Iniesta, Andrés",35,27,2478,3,7,15,42,0,0,La Liga
2013/2014,FC BARCELONA,Xavi,30,26,2253,3,2,15,35,0,0,La Liga
2013/2014,FC BARCELONA,Dani Alves,27,26,2385,2,3,10,32,6,0,La Liga
2013/2014,FC BARCELONA,"Piqué, Gerard",26,26,2311,2,0,10,20,5,0,La Liga
2013/2014,FC BARCELONA,"Bartra, Marc",20,17,1587,1,1,3,9,3,0,La Liga
2013/2014,FC BARCELONA,"Busquets, Sergio",32,30,2652,1,1,2,8,12,0,La Liga
2013/2014,FC BARCELONA,"Puyol, Carles",5,5,428,1,0,1,1,0,0,La Liga
2013/2014,FC BARCELONA,"Tello, Cristian",22,2,410,1,2,6,19,0,0,La Liga
2013/2014,FC BARCELONA,"Afellay, Ibrahim",1,0,3,0,0,0,0,0,0,La Liga
2013/2014,FC BARCELONA,"Alba, Jordi",15,14,1195,0,2,3,5,7,1,La Liga
2013/2014,FC BARCELONA,"Dongou, Jean Marie",1,0,6,0,0,0,0,0,0,La Liga
2013/2014,FC BARCELONA,"Dos Santos, Jonathan",3,0,18,0,0,0,0,0,0,La Liga
2013/2014,FC BARCELONA,"Mascherano, Javier",28,27,2364,0,0,0,3,9,0,La Liga
2013/2014,FC BARCELONA,"Montoya, Martín",13,12,1122,0,2,1,6,0,0,La Liga
2013/2014,FC BARCELONA,"Pinto, José Manuel",13,12,1147,0,0,0,0,1,0,La Liga
2013/2014,FC BARCELONA,"Roberto, Sergi",17,1,276,0,0,1,4,0,0,La Liga
2013/2014,FC BARCELONA,"Song, Alex",19,12,1123,0,0,3,4,2,0,La Liga
2013/2014,FC BARCELONA,"Traoré, Adama",1,0,7,0,0,1,1,0,0,La Liga
2013/2014,FC BARCELONA,"Valdés, Víctor",26,26,2273,0,0,0,0,2,0,La Liga
2014/2015,FC BARCELONA,"Messi, Lionel",38,37,3375,43,18,104,191,4,0,La Liga
2014/2015,FC BARCELONA,Neymar,33,29,2572,22,7,47,97,6,0,La Liga
2014/2015,FC BARCELONA,"Suárez, Luis",27,25,2179,16,13,38,77,4,0,La Liga
2014/2015,FC BARCELONA,Pedro,35,15,1531,6,6,18,36,3,0,La Liga
2014/2015,FC BARCELONA,"Piqué, Gerard",27,26,2385,5,1,10,21,6,0,La Liga
2014/2015,FC BARCELONA,"Rakitic, Ivan",32,23,2035,5,8,13,33,1,0,La Liga
2014/2015,FC BARCELONA,"Mathieu, Jérémy",28,23,2104,2,0,6,11,5,0,La Liga
2014/2015,FC BARCELONA,"Ramírez, Sandro",7,0,146,2,0,3,8,0,0,La Liga
2014/2015,FC BARCELONA,Xavi,31,19,1778,2,9,11,28,1,0,La Liga
2014/2015,FC BARCELONA,"Alba, Jordi",27,27,2334,1,3,9,19,8,1,La Liga
2014/2015,FC BARCELONA,"Bartra, Marc",14,11,1036,1,3,4,11,1,0,La Liga
2014/2015,FC BARCELONA,"Busquets, Sergio",33,29,2492,1,2,2,7,7,0,La Liga
2014/2015,FC BARCELONA,"El Haddadi, Munir",10,7,459,1,1,5,18,0,0,La Liga
2014/2015,FC BARCELONA,Rafinha,24,13,1151,1,1,5,12,2,0,La Liga
2014/2015,FC BARCELONA,Adriano,16,10,953,0,1,3,9,2,0,La Liga
2014/2015,FC BARCELONA,"Alves, Dani",30,29,2524,0,6,4,19,6,1,La Liga
2014/2015,FC BARCELONA,"Bravo, Claudio",37,37,3330,0,0,0,0,1,0,La Liga
2014/2015,FC BARCELONA,Douglas,2,1,100,0,0,0,0,1,0,La Liga
2014/2015,FC BARCELONA,"Iniesta, Andrés",24,19,1589,0,1,7,24,3,0,La Liga
2014/2015,FC BARCELONA,"Mascherano, Javier",28,26,2207,0,0,1,2,8,1,La Liga
2014/2015,FC BARCELONA,"Masip, Jordi",1,1,90,0,0,0,0,0,0,La Liga
2014/2015,FC BARCELONA,"Montoya, Martín",8,6,588,0,0,1,3,0,0,La Liga
2014/2015,FC BARCELONA,"Roberto, Sergi",12,4,507,0,0,0,4,0,0,La Liga
2014/2015,FC BARCELONA,"Vermaelen, Thomas",1,1,63,0,0,0,1,0,0,La Liga
2015/2016,FC BARCELONA,"Suárez, Luis",35,35,3150,40,16,74,139,6,0,La Liga
2015/2016,FC BARCELONA,"Messi, Lionel",33,31,2729,26,16,77,154,3,0,La Liga
2015/2016,FC BARCELONA,Neymar,34,34,3056,24,12,62,120,6,0,La Liga
2015/2016,FC BARCELONA,"Rakitic, Ivan",36,30,2579,7,2,14,45,3,0,La Liga
2015/2016,FC BARCELONA,"El Haddadi, Munir",15,8,825,3,2,6,17,0,0,La Liga
2015/2016,FC BARCELONA,"Bartra, Marc",13,4,495,2,1,2,5,0,0,La Liga
2015/2016,FC BARCELONA,"Piqué, Gerard",30,30,2593,2,1,6,13,12,0,La Liga
2015/2016,FC BARCELONA,"Turan, Arda",18,9,814,2,3,4,11,5,0,La Liga
2015/2016,FC BARCELONA,"Iniesta, Andrés",28,25,2248,1,2,8,24,2,0,La Liga
2015/2016,FC BARCELONA,Rafinha,6,3,280,1,0,1,2,0,0,La Liga
2015/2016,FC BARCELONA,"Vermaelen, Thomas",10,6,504,1,0,3,3,2,0,La Liga
2015/2016,FC BARCELONA,Adriano,8,4,430,0,1,0,1,0,0,La Liga
2015/2016,FC BARCELONA,"Alba, Jordi",31,29,2592,0,6,2,7,2,0,La Liga
2015/2016,FC BARCELONA,"Alves, Dani",29,24,2148,0,4,5,16,6,0,La Liga
2015/2016,FC BARCELONA,"Bravo, Claudio",32,32,2878,0,0,0,0,0,0,La Liga
2015/2016,FC BARCELONA,"Busquets, Sergio",35,34,2907,0,4,2,6,6,0,La Liga
2015/2016,FC BARCELONA,Douglas,1,0,12,0,0,0,0,0,0,La Liga
2015/2016,FC BARCELONA,"Gumbau, Gerard",3,0,43,0,0,0,0,0,0,La Liga
2015/2016,FC BARCELONA,"Mascherano, Javier",32,31,2694,0,0,2,3,9,1,La Liga
2015/2016,FC BARCELONA,"Mathieu, Jérémy",21,12,1262,0,2,3,7,2,0,La Liga
2015/2016,FC BARCELONA,"Ramírez, Sandro",10,4,347,0,1,2,10,0,0,La Liga
